#Frame         Rg_all  Rg_all[Max]
    2060      17.3980      36.0745
    2062      17.3795      36.7468
    2064      17.3944      36.8334
    2066      17.3866      36.4451
    2068      17.3692      36.3912
    2070      17.4155      36.3308
    2072      17.4096      35.5751
    2074      17.4193      35.6147
    2076      17.3506      35.4317
    2078      17.3848      36.0920
    2080      17.4315      35.9345
    2082      17.4176      36.5308
    2084      17.4257      36.2182
    2086      17.4457      36.5408
    2088      17.4618      36.2921
    2090      17.3852      36.4425
    2092      17.3776      35.8100
    2094      17.4337      35.6817
    2096      17.4136      35.9637
    2098      17.4373      36.3716
    2100      17.4194      36.6382
    2102      17.3938      35.8978
    2104      17.3978      36.8463
    2106      17.4037      36.5342
    2108      17.3625      36.8259
    2110      17.4094      36.8248
    2112      17.3675      35.9625
    2114      17.4385      36.4706
    2116      17.4576      36.8377
    2118      17.3993      36.2112
    2120      17.3955      36.1965
    2122      17.3979      35.6539
    2124      17.4083      36.1706
    2126      17.4087      35.6942
    2128      17.4139      36.5474
    2130      17.3855      36.3196
    2132      17.4460      35.1490
    2134      17.4703      36.1429
    2136      17.4168      36.7506
    2138      17.4423      37.9574
    2140      17.4366      37.3538
    2142      17.4426      36.9460
    2144      17.4574      38.2475
    2146      17.4222      37.0315
    2148      17.4486      36.7346
    2150      17.4480      37.2802
    2152      17.4233      37.1374
    2154      17.4423      37.1847
    2156      17.4075      37.6925
    2158      17.4964      38.1799
    2160      17.4658      37.8442
    2162      17.4317      36.3247
    2164      17.4001      36.7320
    2166      17.4093      35.8517
    2168      17.4746      37.5938
    2170      17.4094      37.0595
    2172      17.3869      37.1175
    2174      17.4253      36.2614
    2176      17.4169      36.4323
    2178      17.4305      35.9731
    2180      17.4279      37.0352
    2182      17.4613      38.5086
    2184      17.4174      38.1851
    2186      17.4369      37.9401
    2188      17.4139      38.7580
    2190      17.4529      38.8210
    2192      17.4433      38.0565
    2194      17.4095      36.8546
    2196      17.4256      35.5872
    2198      17.4534      35.3054
    2200      17.4442      35.9255
    2202      17.4571      36.2959
    2204      17.4242      37.1746
    2206      17.5035      37.9014
    2208      17.4382      35.4273
    2210      17.4400      36.7414
    2212      17.4070      34.4591
    2214      17.4083      35.5143
    2216      17.4721      36.0935
    2218      17.4365      36.1606
    2220      17.4787      36.4374
    2222      17.3770      35.7313
    2224      17.4470      34.9865
    2226      17.4032      35.4921
    2228      17.4397      35.1339
    2230      17.4210      35.5180
    2232      17.4096      35.4570
    2234      17.4495      35.4752
    2236      17.4288      36.9334
    2238      17.4218      36.7908
    2240      17.4499      35.8978
    2242      17.4161      36.2159
    2244      17.4061      37.6378
    2246      17.4500      36.4693
    2248      17.4498      36.4281
    2250      17.4659      36.7709
    2252      17.4493      36.4591
    2254      17.4166      35.4028
    2256      17.4781      35.8309
    2258      17.4221      36.8081
    2260      17.4291      35.9905
    2262      17.4241      35.4909
    2264      17.4101      35.1557
    2266      17.3971      34.5495
    2268      17.4151      35.3729
    2270      17.4114      35.6334
    2272      17.3968      35.0219
    2274      17.4095      36.1860
    2276      17.4398      35.6323
    2278      17.4203      35.2681
    2280      17.4360      35.4378
    2282      17.4293      36.9421
    2284      17.4776      35.9731
    2286      17.4588      36.7273
    2288      17.4207      36.7740
    2290      17.3985      35.1555
    2292      17.4207      34.8840
    2294      17.3898      36.0659
    2296      17.4192      38.3127
    2298      17.4138      37.7657
    2300      17.4248      36.5787
    2302      17.4191      37.4221
    2304      17.3971      38.6409
    2306      17.3960      38.3644
    2308      17.3494      36.6100
    2310      17.3649      37.4450
    2312      17.3915      36.9487
    2314      17.4068      36.4517
    2316      17.4348      35.9140
    2318      17.4292      36.2182
    2320      17.4051      35.1152
    2322      17.3584      34.4125
    2324      17.4177      35.6813
    2326      17.3890      36.0254
    2328      17.3823      35.9777
    2330      17.3939      35.7221
    2332      17.3772      35.6537
    2334      17.4440      36.4361
    2336      17.4730      36.9198
    2338      17.4116      36.9960
    2340      17.4248      36.1988
    2342      17.4304      36.4864
    2344      17.3967      36.1368
    2346      17.4064      35.9894
    2348      17.3814      35.6283
    2350      17.4009      35.9549
    2352      17.4508      36.1263
    2354      17.4897      36.2002
    2356      17.4652      35.1936
    2358      17.3606      34.3473
    2360      17.4557      35.3799
    2362      17.4415      37.0117
    2364      17.4368      35.9567
    2366      17.4419      36.9348
    2368      17.4538      36.6002
    2370      17.4216      35.7767
    2372      17.4520      36.0889
    2374      17.4613      36.6110
    2376      17.4577      36.4514
    2378      17.4868      36.3936
    2380      17.4883      36.5536
    2382      17.4882      38.1463
    2384      17.4711      38.4957
    2386      17.4552      39.8269
    2388      17.4552      38.7875
    2390      17.4394      38.5721
    2392      17.4798      38.3947
    2394      17.4801      40.2403
    2396      17.4857      40.4720
    2398      17.5079      40.7560
    2400      17.5099      40.8684
    2402      17.3987      39.2167
    2404      17.3970      38.9562
    2406      17.4128      39.8021
    2408      17.4111      38.2263
    2410      17.3808      38.3040
    2412      17.4466      41.2425
    2414      17.4555      42.3876
    2416      17.5187      41.9973
    2418      17.4339      42.3570
    2420      17.5450      42.3309
    2422      17.3764      39.4158
    2424      17.4414      40.7364
    2426      17.5058      41.7606
    2428      17.5051      40.4637
    2430      17.5437      42.4630
    2432      17.4981      39.9754
    2434      17.5681      41.2025
    2436      17.6606      42.3769
    2438      17.5771      42.0127
    2440      17.5188      40.4929
    2442      17.4742      38.3620
    2444      17.4231      38.4886
    2446      17.4266      37.2114
    2448      17.3658      36.5131
    2450      17.3980      35.6071
    2452      17.4334      36.4095
    2454      17.4711      35.5273
    2456      17.4402      37.3794
    2458      17.4705      36.4922
    2460      17.4520      36.4889
    2462      17.3912      37.0670
    2464      17.4518      38.4628
    2466      17.4570      38.6112
    2468      17.4463      38.4034
    2470      17.3963      38.6056
    2472      17.4188      38.9721
    2474      17.4889      39.5712
    2476      17.3807      38.4681
    2478      17.4390      38.4890
    2480      17.4199      37.8024
    2482      17.3916      37.0490
    2484      17.4478      37.3732
    2486      17.5064      37.2314
    2488      17.3550      36.8227
    2490      17.3563      36.0052
    2492      17.4051      35.0392
    2494      17.2287      33.8172
    2496      17.3248      34.4735
    2498      17.3153      35.2523
    2500      17.3574      35.5558
    2502      17.3481      34.4572
    2504      17.3010      34.3244
    2506      17.3422      33.6791
    2508      17.4432      35.0864
    2510      17.3058      32.8483
    2512      17.3179      32.7289
    2514      17.3432      33.6147
    2516      17.3772      32.6629
    2518      17.2237      32.5149
    2520      17.3116      32.9391
    2522      17.3026      31.9824
    2524      17.3186      32.3113
    2526      17.3644      32.9503
    2528      17.4192      35.3873
    2530      17.3876      34.9517
    2532      17.3270      34.1014
    2534      17.3072      33.7114
    2536      17.2544      32.9550
    2538      17.2272      32.5228
    2540      17.2994      33.7942
    2542      17.2787      32.7959
    2544      17.2432      33.5404
    2546      17.3362      33.2573
    2548      17.3328      34.0368
    2550      17.2848      33.4402
    2552      17.2657      32.8538
    2554      17.2954      33.9566
    2556      17.2749      34.9598
    2558      17.2978      33.1895
    2560      17.3303      33.1049
    2562      17.3255      33.5943
    2564      17.3485      34.1081
    2566      17.2898      33.0823
    2568      17.2684      33.5175
    2570      17.2643      32.0803
    2572      17.1538      31.5639
    2574      17.1721      32.4134
    2576      17.1942      31.6155
    2578      17.1954      31.7960
    2580      17.1543      31.1708
    2582      17.1489      30.7184
    2584      17.1469      30.8552
    2586      17.1692      30.3573
    2588      17.1849      30.8283
    2590      17.1229      30.3300
    2592      17.1310      31.1971
    2594      17.1526      30.9019
    2596      17.1452      31.4406
    2598      17.1742      31.1066
    2600      17.1833      31.6113
    2602      17.2108      31.9377
    2604      17.2716      32.5448
    2606      17.1760      31.5227
    2608      17.1933      31.5100
    2610      17.1923      30.3905
    2612      17.1669      30.6214
    2614      17.2050      32.0235
    2616      17.2144      31.4259
    2618      17.1381      29.9890
    2620      17.1273      30.3758
    2622      17.1055      30.6147
    2624      17.1147      30.6920
    2626      17.1690      31.0316
    2628      17.1106      31.0536
    2630      17.1275      30.4565
    2632      17.1320      30.4121
    2634      17.1732      29.7022
    2636      17.1566      29.9327
    2638      17.2165      29.7883
    2640      17.1683      31.2928
    2642      17.2160      30.9137
    2644      17.1422      30.7353
    2646      17.1721      31.3100
    2648      17.1604      30.5422
    2650      17.0735      30.8184
    2652      17.0868      30.0973
    2654      17.1456      31.0330
    2656      17.1458      29.9055
    2658      17.1565      30.8097
    2660      17.1538      30.8230
    2662      17.0856      31.1277
    2664      17.1601      30.9732
    2666      17.1045      30.2118
    2668      17.1385      30.1100
    2670      17.1589      30.5797
    2672      17.1502      30.4973
    2674      17.1864      31.1045
    2676      17.2164      31.4631
    2678      17.1751      31.6102
    2680      17.1412      31.2765
    2682      17.1109      31.4749
    2684      17.1641      32.1439
    2686      17.1908      31.8741
    2688      17.1567      31.5014
    2690      17.1320      31.0736
    2692      17.1660      31.1333
    2694      17.0964      31.0234
    2696      17.1536      31.1796
    2698      17.1436      31.8356
    2700      17.1500      31.2913
    2702      17.1578      31.7276
    2704      17.1949      31.9916
    2706      17.1633      31.5220
    2708      17.0982      31.4286
    2710      17.1281      31.1666
    2712      17.1410      30.3984
    2714      17.1349      31.5758
    2716      17.2151      31.5518
    2718      17.1644      31.3416
    2720      17.1747      30.8222
    2722      17.1264      30.6865
    2724      17.1349      30.6778
    2726      17.1971      32.3335
    2728      17.2230      31.7380
    2730      17.2320      31.8039
    2732      17.2094      31.7424
    2734      17.2466      32.0560
    2736      17.2328      31.8985
    2738      17.1792      31.0715
    2740      17.1815      31.6379
    2742      17.1677      31.7954
    2744      17.1210      31.9934
    2746      17.1533      31.5618
    2748      17.1482      31.3633
    2750      17.1514      31.6196
    2752      17.0927      31.0453
    2754      17.1876      31.4942
    2756      17.0840      31.0616
    2758      17.0783      31.8364
    2760      17.1364      31.9763
    2762      17.1111      31.7532
    2764      17.0985      31.8106
    2766      17.1309      31.4283
    2768      17.1237      31.9250
    2770      17.1852      31.8794
    2772      17.1834      31.4762
    2774      17.1886      30.9454
    2776      17.1397      30.2587
    2778      17.1759      31.1121
    2780      17.1689      32.4731
    2782      17.2451      32.4512
    2784      17.1591      32.2015
    2786      17.2499      32.5097
    2788      17.1738      31.6896
    2790      17.1964      32.4834
    2792      17.2338      32.1312
    2794      17.2090      32.0934
    2796      17.2346      31.1673
    2798      17.1816      30.6095
    2800      17.1952      32.4907
    2802      17.1658      31.4049
    2804      17.2349      31.1465
    2806      17.2703      32.8387
    2808      17.1420      32.0719
    2810      17.2138      32.6937
    2812      17.1645      31.5391
    2814      17.1441      32.4801
    2816      17.1753      32.3057
    2818      17.2088      32.3046
    2820      17.1887      32.1856
    2822      17.2176      32.4390
    2824      17.2736      32.5387
    2826      17.1805      32.5559
    2828      17.2130      31.8886
    2830      17.2375      33.2079
    2832      17.2197      32.2924
    2834      17.1870      32.2290
    2836      17.2170      32.5644
    2838      17.2121      32.9743
    2840      17.1962      32.4553
    2842      17.1740      32.4245
    2844      17.1646      31.0450
    2846      17.2089      31.6084
    2848      17.1287      31.1261
    2850      17.0811      31.0179
    2852      17.1714      31.0989
    2854      17.1927      32.3868
    2856      17.1924      32.5888
    2858      17.2724      32.3369
    2860      17.1788      31.6893
    2862      17.1673      30.9835
    2864      17.1904      32.1448
    2866      17.1708      31.1871
    2868      17.1297      31.5310
    2870      17.2406      32.1359
    2872      17.2148      31.9922
    2874      17.1514      31.7082
    2876      17.2013      32.3814
    2878      17.2179      31.7340
    2880      17.2534      32.0289
    2882      17.1759      31.9661
    2884      17.2369      31.5815
    2886      17.1657      31.4304
    2888      17.1916      31.7757
    2890      17.1959      31.5996
    2892      17.1797      31.6921
    2894      17.2441      31.9498
    2896      17.2158      32.5187
    2898      17.2441      32.0629
    2900      17.2222      31.9981
    2902      17.1015      31.4092
    2904      17.2397      32.3606
    2906      17.1872      32.4929
    2908      17.2192      31.3140
    2910      17.2405      31.8336
    2912      17.2799      32.1759
    2914      17.1891      32.0724
    2916      17.1934      32.7993
    2918      17.2319      32.6398
    2920      17.2116      32.0895
    2922      17.2155      32.5600
    2924      17.1980      32.0649
    2926      17.1922      32.0807
    2928      17.1747      32.1989
    2930      17.1799      32.5827
    2932      17.1451      31.8438
    2934      17.1630      31.6469
    2936      17.2098      31.6344
    2938      17.2094      31.6778
    2940      17.2010      32.1692
    2942      17.1504      32.2860
    2944      17.1909      30.8645
    2946      17.1706      31.6887
    2948      17.1469      31.3939
    2950      17.2276      32.5823
    2952      17.1621      32.2821
    2954      17.2131      32.4115
    2956      17.1974      31.7139
    2958      17.2158      31.9547
    2960      17.2322      32.6247
    2962      17.2091      32.4469
    2964      17.2587      32.5243
    2966      17.2187      32.5310
    2968      17.3269      32.0724
    2970      17.2969      31.9955
    2972      17.2794      32.9114
    2974      17.2727      34.2816
    2976      17.3337      34.5942
    2978      17.2595      33.7914
    2980      17.2502      33.1719
    2982      17.2851      33.7130
    2984      17.3225      33.9927
    2986      17.3097      33.5228
    2988      17.3148      33.2357
    2990      17.2742      33.1009
    2992      17.2909      33.9721
    2994      17.3081      33.9680
    2996      17.3008      32.7925
    2998      17.2996      35.5314
    3000      17.3000      34.5290
    3002      17.2419      32.3352
    3004      17.2458      32.1705
    3006      17.2516      32.7139
    3008      17.2059      32.6377
    3010      17.2240      32.1619
    3012      17.2799      32.2133
    3014      17.2654      32.9830
    3016      17.1953      32.3811
    3018      17.2072      31.7122
    3020      17.2237      31.7736
    3022      17.2468      31.8491
    3024      17.2251      32.4809
    3026      17.2835      32.8538
    3028      17.2965      33.1121
    3030      17.2866      32.8047
    3032      17.2928      32.5641
    3034      17.2687      32.7287
    3036      17.2290      32.1795
    3038      17.2266      32.5764
    3040      17.2378      32.5743
    3042      17.2870      32.2462
    3044      17.2954      32.2622
    3046      17.2142      31.5751
    3048      17.2940      32.6907
    3050      17.3272      32.0809
    3052      17.3022      33.3456
    3054      17.3284      33.2360
    3056      17.3047      33.9032
    3058      17.3343      33.6546
    3060      17.3198      33.7049
    3062      17.3236      33.4368
    3064      17.3477      32.7427
    3066      17.2890      32.2700
    3068      17.2821      32.5512
    3070      17.2695      33.0510
    3072      17.3221      33.5076
    3074      17.3123      33.5201
    3076      17.2416      32.4820
    3078      17.2589      32.9686
    3080      17.2442      32.8729
    3082      17.2369      33.4904
    3084      17.3129      32.5016
    3086      17.2395      31.8913
    3088      17.2680      32.9194
    3090      17.2463      33.3130
    3092      17.2282      32.4889
    3094      17.2918      32.8637
    3096      17.2971      32.6575
    3098      17.2069      31.9839
    3100      17.2600      32.3428
    3102      17.2530      32.1165
    3104      17.2719      32.5632
    3106      17.2093      32.4046
    3108      17.1938      32.2072
    3110      17.2605      33.0700
    3112      17.2311      32.8498
    3114      17.2673      32.9568
    3116      17.2932      32.8979
    3118      17.2433      32.4018
    3120      17.2707      32.8160
    3122      17.2303      32.5388
    3124      17.1527      32.2225
    3126      17.2451      33.1657
    3128      17.2229      33.3810
    3130      17.2622      32.8180
    3132      17.2661      33.0336
    3134      17.2101      33.2099
    3136      17.2784      32.8038
    3138      17.2807      32.6915
    3140      17.1465      32.2350
    3142      17.2390      32.5344
    3144      17.2540      32.7245
    3146      17.2406      32.2918
    3148      17.2469      32.2902
    3150      17.2197      32.4530
    3152      17.2661      32.8233
    3154      17.3002      32.9567
    3156      17.2539      32.6378
    3158      17.2445      32.5126
    3160      17.2063      32.7947
    3162      17.1922      33.1679
    3164      17.2276      32.7123
    3166      17.2470      32.4234
    3168      17.1597      31.7962
    3170      17.2333      32.0844
    3172      17.2057      32.6432
    3174      17.3037      32.9939
    3176      17.2834      33.1246
    3178      17.2356      32.9447
    3180      17.2200      32.8568
    3182      17.2568      33.1876
    3184      17.2485      32.5430
    3186      17.2961      32.4279
    3188      17.2607      32.5162
    3190      17.3184      33.0544
    3192      17.3255      32.9168
    3194      17.2782      32.0984
    3196      17.2683      33.0211
    3198      17.2599      32.9165
    3200      17.2588      32.9193
    3202      17.2346      32.2648
    3204      17.2927      33.4052
    3206      17.3045      32.4861
    3208      17.2842      33.0773
    3210      17.2120      32.0098
    3212      17.2625      32.4026
    3214      17.2697      33.2621
    3216      17.2659      32.8320
    3218      17.2940      32.4201
    3220      17.2645      31.9577
    3222      17.2778      32.0949
    3224      17.2935      32.8801
    3226      17.3810      33.2025
    3228      17.3494      33.0672
    3230      17.2837      33.2990
    3232      17.2774      32.4773
    3234      17.3485      32.3246
    3236      17.2938      31.9313
    3238      17.2375      31.8130
    3240      17.2080      31.6826
    3242      17.1892      31.8766
    3244      17.2191      32.0038
    3246      17.1704      31.3423
    3248      17.1404      31.0034
    3250      17.2610      31.6269
    3252      17.2568      32.1708
    3254      17.2130      32.0814
    3256      17.1856      32.0068
    3258      17.1624      31.5155
    3260      17.2232      31.8046
    3262      17.2787      32.4437
    3264      17.2663      32.0618
    3266      17.2944      32.4097
    3268      17.2972      32.5581
    3270      17.3198      31.8296
    3272      17.3052      33.0094
    3274      17.2892      32.3281
    3276      17.3103      32.2692
    3278      17.3231      32.8131
    3280      17.3132      33.8891
    3282      17.3260      33.0024
    3284      17.3328      33.7570
    3286      17.3179      33.9466
    3288      17.3154      33.1093
    3290      17.2354      33.2368
    3292      17.2580      33.0292
    3294      17.2778      32.4624
    3296      17.3294      33.8190
    3298      17.3564      33.7137
    3300      17.3265      33.3922
    3302      17.2915      33.4295
    3304      17.2711      33.1725
    3306      17.2876      33.6218
    3308      17.3163      33.6540
    3310      17.2715      33.6153
    3312      17.2396      33.3627
    3314      17.2748      33.4968
    3316      17.2391      32.7528
    3318      17.2467      32.3974
    3320      17.3194      33.3001
    3322      17.2908      33.3721
    3324      17.2039      32.3857
    3326      17.2733      32.7005
    3328      17.2868      31.9007
    3330      17.3039      32.4036
    3332      17.3358      32.2520
    3334      17.3357      32.8319
    3336      17.3116      31.9200
    3338      17.3062      31.6263
    3340      17.2746      32.0513
    3342      17.3531      33.3784
    3344      17.2881      32.8260
    3346      17.2281      32.0960
    3348      17.2312      31.7490
    3350      17.2380      31.7262
    3352      17.2326      32.2415
    3354      17.2504      32.4901
    3356      17.2021      31.8869
    3358      17.2518      32.1424
    3360      17.2083      32.4210
    3362      17.2558      32.1658
    3364      17.2441      32.3049
    3366      17.2193      32.1575
    3368      17.2668      32.6463
    3370      17.2442      31.7316
    3372      17.2513      31.4851
    3374      17.2348      31.6117
    3376      17.2774      31.9938
    3378      17.2246      31.9661
    3380      17.2533      32.1228
    3382      17.2563      32.1096
    3384      17.2767      32.4544
    3386      17.2569      32.5401
    3388      17.2837      32.6370
    3390      17.2720      32.3207
    3392      17.2986      32.8122
    3394      17.3114      32.9520
    3396      17.3432      33.4217
    3398      17.3266      32.8296
    3400      17.2952      33.3565
    3402      17.2592      33.5029
    3404      17.2533      34.3262
    3406      17.3094      34.4858
    3408      17.2851      34.4317
    3410      17.2838      33.8646
    3412      17.2338      32.5510
    3414      17.2590      32.2994
    3416      17.2744      32.5738
    3418      17.3343      32.5283
    3420      17.2563      33.3128
    3422      17.3287      32.9006
    3424      17.2836      33.2416
    3426      17.3346      33.3945
    3428      17.3041      32.7219
    3430      17.3665      34.0543
    3432      17.3036      33.6654
    3434      17.3323      33.5288
    3436      17.3007      34.3461
    3438      17.3029      33.0655
    3440      17.2487      32.7541
    3442      17.2887      32.2085
    3444      17.2824      32.4088
    3446      17.3125      33.5841
    3448      17.2432      32.1387
    3450      17.2180      32.9672
    3452      17.1782      32.1556
    3454      17.2336      32.2213
    3456      17.2927      32.6491
    3458      17.2795      32.7012
    3460      17.2429      31.5222
    3462      17.3386      32.6534
    3464      17.2539      31.7508
    3466      17.2900      32.0372
    3468      17.2235      32.5839
    3470      17.2721      33.8386
    3472      17.2731      33.6373
    3474      17.3176      33.5213
    3476      17.3473      33.1756
    3478      17.4111      35.4353
    3480      17.3472      34.3983
    3482      17.3338      34.7580
    3484      17.3194      34.6391
    3486      17.2885      33.7363
    3488      17.2818      33.7076
    3490      17.3327      33.7753
    3492      17.3641      33.9957
    3494      17.3303      33.7371
    3496      17.3143      32.9842
    3498      17.2874      33.0103
    3500      17.2896      34.2501
    3502      17.3628      34.9003
    3504      17.3537      35.3700
    3506      17.3782      36.1909
    3508      17.3615      34.5499
    3510      17.3106      34.3687
    3512      17.2718      35.9929
    3514      17.3256      35.2964
    3516      17.3338      35.5612
    3518      17.3817      35.5066
    3520      17.3676      36.0385
    3522      17.3753      34.2146
    3524      17.3453      34.0457
    3526      17.2729      32.0964
    3528      17.2512      32.1570
    3530      17.3220      34.2151
    3532      17.3099      33.5124
    3534      17.2366      33.1199
    3536      17.3162      34.5835
    3538      17.3286      37.5528
    3540      17.3058      38.4580
    3542      17.3015      37.1844
    3544      17.3220      36.8681
    3546      17.3755      36.2260
    3548      17.3692      37.2516
    3550      17.3301      35.3885
    3552      17.2740      35.9147
    3554      17.2453      35.3014
    3556      17.2467      32.8980
    3558      17.1990      33.7586
    3560      17.2964      32.2961
    3562      17.2305      32.6986
    3564      17.3055      33.2859
    3566      17.2560      32.2068
    3568      17.2256      32.1667
    3570      17.2956      33.5080
    3572      17.2089      32.6869
    3574      17.1635      32.7712
    3576      17.1596      30.2566
    3578      17.2355      31.7755
    3580      17.2264      31.5540
    3582      17.2241      30.8581
    3584      17.2071      31.3738
    3586      17.2469      31.4706
    3588      17.1878      31.3942
    3590      17.1473      31.2165
    3592      17.1521      30.6283
    3594      17.1613      30.9023
    3596      17.2562      31.7642
    3598      17.2058      31.6364
    3600      17.1193      31.3068
    3602      17.1664      31.0766
    3604      17.1123      31.0900
    3606      17.2437      31.2808
    3608      17.2766      31.5305
    3610      17.2241      31.6911
    3612      17.1873      30.9705
    3614      17.2790      31.4125
    3616      17.2185      30.4120
    3618      17.2828      31.7539
    3620      17.2555      31.1476
    3622      17.2827      31.3983
    3624      17.2034      31.3296
    3626      17.2322      31.4742
    3628      17.1772      31.6543
    3630      17.2621      32.0628
    3632      17.2559      32.0470
    3634      17.2229      31.5850
    3636      17.2565      31.3201
    3638      17.1505      31.3645
    3640      17.1580      31.9275
    3642      17.1824      31.7835
    3644      17.1762      31.4772
    3646      17.1879      30.8352
    3648      17.2535      30.9815
    3650      17.1710      30.8292
    3652      17.2384      31.5269
    3654      17.1893      31.8914
    3656      17.1941      32.2310
    3658      17.2253      31.9495
    3660      17.3239      31.6331
    3662      17.2445      31.7135
    3664      17.2684      32.2835
    3666      17.2238      31.5024
    3668      17.1766      30.6876
    3670      17.1533      30.7946
    3672      17.2149      31.7634
    3674      17.2503      32.2630
    3676      17.1834      31.5067
    3678      17.2147      31.8921
    3680      17.2120      31.9509
    3682      17.1824      31.0253
    3684      17.2666      31.9878
    3686      17.2809      31.9091
    3688      17.1765      31.6839
    3690      17.2341      31.4972
    3692      17.3008      32.1123
    3694      17.2909      31.5766
    3696      17.2765      31.7122
    3698      17.2662      31.9329
    3700      17.2515      32.4012
    3702      17.2148      31.6728
    3704      17.2808      32.0995
    3706      17.2841      32.1810
    3708      17.2789      31.4345
    3710      17.2237      31.4711
    3712      17.3231      31.9016
    3714      17.2659      31.9026
    3716      17.3179      32.0016
    3718      17.3017      32.3051
    3720      17.2298      31.8497
    3722      17.2317      30.7514
    3724      17.2965      31.0128
    3726      17.2629      31.7099
    3728      17.2429      31.5173
    3730      17.1933      32.3421
    3732      17.2241      32.0748
    3734      17.2211      31.9930
    3736      17.2328      32.0087
    3738      17.3460      32.2247
    3740      17.2369      32.2002
    3742      17.2906      32.2455
    3744      17.2456      32.3134
    3746      17.2975      32.8159
    3748      17.1707      31.9194
    3750      17.2887      32.5130
    3752      17.2245      31.2408
    3754      17.2532      31.5086
    3756      17.2492      31.7837
    3758      17.2615      31.7464
    3760      17.2557      31.6076
    3762      17.2488      31.4673
    3764      17.2477      31.6864
    3766      17.2749      32.6981
    3768      17.2472      32.3364
    3770      17.2350      31.9262
    3772      17.2126      32.3241
    3774      17.2218      31.2628
    3776      17.2276      31.4229
    3778      17.2004      31.3950
    3780      17.2461      31.4989
    3782      17.3058      31.6788
    3784      17.3033      31.5598
    3786      17.1886      31.6783
    3788      17.2541      31.7675
    3790      17.1864      32.3032
    3792      17.2542      32.3387
    3794      17.1996      32.1725
    3796      17.1751      31.7397
    3798      17.1549      32.0198
    3800      17.2749      32.1556
    3802      17.2239      32.0419
    3804      17.2565      32.3002
    3806      17.2105      32.5315
    3808      17.2938      32.6264
    3810      17.2452      32.4567
    3812      17.2792      32.3956
    3814      17.2734      32.2608
    3816      17.2418      32.7360
    3818      17.3008      33.0035
    3820      17.2051      33.0829
    3822      17.1734      32.2913
    3824      17.2232      32.2747
    3826      17.2342      32.7293
    3828      17.2584      32.4918
    3830      17.2657      32.2937
    3832      17.1725      31.7838
    3834      17.2385      33.0319
    3836      17.1930      33.0122
    3838      17.2114      33.2482
    3840      17.2676      33.4981
    3842      17.2653      32.1651
    3844      17.2256      32.8056
    3846      17.2428      32.4792
    3848      17.2261      32.5478
    3850      17.2698      32.0694
    3852      17.2907      32.9519
    3854      17.2387      32.2031
    3856      17.2029      32.4880
    3858      17.2154      31.8008
    3860      17.1726      32.0230
    3862      17.1967      31.0890
    3864      17.2128      32.2081
    3866      17.2348      32.6025
    3868      17.2230      31.9101
    3870      17.2199      31.6837
    3872      17.2586      31.7062
    3874      17.2273      32.2433
    3876      17.3033      31.8524
    3878      17.2467      32.7941
    3880      17.2036      31.1855
    3882      17.1903      31.2873
    3884      17.2014      31.2900
    3886      17.1916      31.8518
    3888      17.2741      32.6862
    3890      17.2224      31.6526
    3892      17.2532      31.5488
    3894      17.2395      31.1243
    3896      17.2587      31.4480
    3898      17.1696      31.7008
    3900      17.2231      31.6531
    3902      17.1793      31.8217
    3904      17.1604      32.3009
    3906      17.2085      31.6290
    3908      17.2070      31.1397
    3910      17.1397      31.1878
    3912      17.1942      31.9104
    3914      17.1121      31.6086
    3916      17.2148      32.2393
    3918      17.2362      32.3973
    3920      17.2510      32.4669
    3922      17.2040      32.2183
    3924      17.1377      31.3419
    3926      17.1834      31.9146
    3928      17.2321      32.1504
    3930      17.2053      32.2945
    3932      17.2106      32.4529
    3934      17.2699      33.2489
    3936      17.2167      32.1306
    3938      17.2014      32.0233
    3940      17.2128      31.7877
    3942      17.2515      32.3742
    3944      17.1611      32.0751
    3946      17.1818      31.4229
    3948      17.2271      32.1990
    3950      17.2438      32.1827
    3952      17.1528      31.7034
    3954      17.2308      31.5452
    3956      17.2792      32.3360
    3958      17.2185      31.3391
    3960      17.1798      32.0046
    3962      17.2391      31.4167
    3964      17.2624      31.7033
    3966      17.2031      31.9268
    3968      17.2115      31.3939
    3970      17.2137      31.2116
    3972      17.2506      31.0482
    3974      17.2029      30.8577
    3976      17.1700      31.4917
    3978      17.1384      31.0379
    3980      17.1630      31.6273
    3982      17.1985      31.3766
    3984      17.1908      31.3342
    3986      17.2058      30.9932
    3988      17.2295      32.1931
    3990      17.2587      31.7020
    3992      17.1874      30.9711
    3994      17.2263      31.7847
    3996      17.1897      32.0906
    3998      17.2707      32.0836
    4000      17.2394      31.2631
    4002      17.2427      31.6138
    4004      17.2328      31.8976
    4006      17.1996      31.7488
    4008      17.2117      32.0102
    4010      17.2394      32.2185
    4012      17.2652      32.1120
    4014      17.2608      32.0923
    4016      17.1678      31.9651
    4018      17.1784      32.2699
    4020      17.1745      31.3728
    4022      17.2126      31.6328
    4024      17.1539      31.7001
    4026      17.2173      32.2999
    4028      17.1034      32.1504
    4030      17.1784      32.1340
    4032      17.1991      31.9368
    4034      17.1685      31.3974
    4036      17.2130      32.2132
    4038      17.2095      32.0733
    4040      17.1805      31.7300
    4042      17.2036      32.1411
    4044      17.1926      32.1166
    4046      17.1887      32.4033
    4048      17.1692      32.6270
    4050      17.1878      32.4348
    4052      17.2224      32.2160
    4054      17.2058      32.5484
