#Frame     3.5[lower]   3.5[upper]
    1865            1            2
    1866            1            2
    1867            1            3
    1868            1            2
    1869            1            2
    1870            1            2
    1871            1            1
    1872            1            3
    1873            1            2
    1874            1            1
    1875            1            1
    1876            1            2
    1877            1            1
    1878            1            2
    1879            1            2
    1880            1            2
    1881            1            2
    1882            1            1
    1883            1            1
    1884            1            2
    1885            1            1
    1886            1            2
    1887            1            1
    1888            1            1
    1889            1            1
    1890            1            2
    1891            1            2
    1892            1            2
    1893            1            1
    1894            1            2
    1895            1            2
    1896            1            2
    1897            1            2
    1898            1            1
    1899            1            1
    1900            1            2
    1901            1            2
    1902            1            2
    1903            1            2
    1904            1            1
    1905            1            2
    1906            1            2
    1907            1            1
    1908            1            1
    1909            1            2
    1910            1            1
    1911            1            2
    1912            1            2
    1913            1            2
    1914            1            2
    1915            1            2
    1916            1            2
    1917            1            2
    1918            1            1
    1919            1            2
    1920            1            2
    1921            1            1
    1922            1            1
    1923            1            2
    1924            1            2
    1925            1            2
    1926            1            1
    1927            1            2
    1928            1            2
    1929            1            2
    1930            1            1
    1931            1            2
    1932            1            2
    1933            1            2
    1934            1            2
    1935            1            1
    1936            1            1
    1937            1            3
    1938            1            2
    1939            1            1
    1940            1            1
    1941            1            1
    1942            1            1
    1943            1            2
    1944            1            1
    1945            1            1
    1946            1            2
    1947            1            2
    1948            1            3
    1949            1            2
    1950            1            1
    1951            1            1
    1952            0            1
    1953            1            1
    1954            0            2
    1955            1            2
    1956            1            1
    1957            1            2
    1958            1            2
    1959            1            2
    1960            1            2
    1961            1            2
    1962            1            2
    1963            1            2
    1964            1            2
    1965            1            2
    1966            1            1
    1967            1            2
    1968            1            2
    1969            1            1
    1970            1            1
    1971            1            2
    1972            1            2
    1973            1            2
    1974            1            2
    1975            1            1
    1976            1            2
    1977            1            2
    1978            1            2
    1979            1            2
    1980            1            1
    1981            1            1
    1982            1            2
    1983            1            2
    1984            1            2
    1985            1            2
    1986            1            2
    1987            1            2
    1988            1            2
    1989            1            1
    1990            1            2
    1991            1            1
    1992            1            1
    1993            1            2
    1994            1            2
    1995            1            1
    1996            1            2
    1997            1            2
    1998            1            1
    1999            1            1
    2000            1            2
    2001            1            1
    2002            1            2
    2003            1            1
    2004            1            2
    2005            1            1
    2006            1            2
    2007            1            2
    2008            1            1
    2009            1            2
    2010            1            1
    2011            1            2
    2012            1            2
    2013            1            1
    2014            1            2
    2015            1            2
    2016            1            1
    2017            1            1
    2018            1            1
    2019            1            1
    2020            1            1
    2021            1            2
    2022            1            1
    2023            1            2
    2024            1            2
    2025            1            1
    2026            1            2
    2027            1            2
    2028            1            2
    2029            1            2
    2030            1            2
    2031            1            2
    2032            1            2
    2033            1            2
    2034            1            2
    2035            1            2
    2036            1            2
    2037            1            2
    2038            1            2
    2039            1            1
    2040            1            2
    2041            1            1
    2042            1            2
    2043            1            1
    2044            1            2
    2045            1            2
    2046            1            2
    2047            1            2
    2048            1            2
    2049            1            2
    2050            1            1
    2051            1            2
    2052            1            2
    2053            1            2
    2054            1            2
    2055            1            2
    2056            1            2
    2057            1            2
    2058            1            2
    2059            1            1
    2060            1            2
    2061            1            2
    2062            1            1
    2063            1            2
    2064            1            1
    2065            1            1
    2066            1            2
    2067            1            1
    2068            1            2
    2069            1            1
    2070            1            2
    2071            1            2
    2072            1            2
    2073            1            2
    2074            1            2
    2075            1            2
    2076            1            2
    2077            1            1
    2078            1            2
    2079            1            2
    2080            1            2
    2081            1            1
    2082            1            2
    2083            1            2
    2084            1            1
    2085            1            1
    2086            1            1
    2087            1            2
    2088            1            2
    2089            1            1
    2090            1            2
    2091            1            2
    2092            1            2
    2093            1            3
    2094            1            1
    2095            1            2
    2096            1            1
    2097            1            1
    2098            1            1
    2099            1            2
    2100            1            1
    2101            1            2
    2102            1            2
    2103            1            2
    2104            1            1
    2105            1            2
    2106            1            2
    2107            1            2
    2108            1            1
    2109            1            2
    2110            1            2
    2111            1            2
    2112            1            1
    2113            1            1
    2114            1            2
    2115            1            2
    2116            1            2
    2117            1            2
    2118            1            2
    2119            1            2
    2120            1            2
    2121            1            2
    2122            1            1
    2123            1            2
    2124            1            2
    2125            1            2
    2126            1            1
    2127            0            2
    2128            1            2
    2129            1            2
    2130            1            2
    2131            1            2
    2132            1            2
    2133            1            1
    2134            1            1
    2135            1            2
    2136            1            2
    2137            1            1
    2138            1            1
    2139            1            1
    2140            1            1
    2141            1            1
    2142            1            2
    2143            1            2
    2144            1            1
    2145            1            1
    2146            1            1
    2147            1            2
    2148            1            1
    2149            1            1
    2150            1            2
    2151            1            2
    2152            1            2
    2153            1            2
    2154            1            1
    2155            1            2
    2156            1            2
    2157            1            2
    2158            1            2
    2159            1            1
    2160            1            2
    2161            1            1
    2162            1            2
    2163            1            2
    2164            1            1
    2165            1            2
    2166            1            2
    2167            1            2
    2168            1            1
    2169            1            2
    2170            1            2
    2171            1            2
    2172            1            2
    2173            1            1
    2174            1            2
    2175            1            2
    2176            1            1
    2177            1            2
    2178            1            1
    2179            1            2
    2180            1            2
    2181            1            2
    2182            1            1
    2183            1            2
    2184            1            2
    2185            1            2
    2186            1            2
    2187            1            2
    2188            1            2
    2189            2            2
    2190            2            3
    2191            2            2
    2192            1            1
    2193            1            2
    2194            1            2
    2195            1            1
    2196            1            1
    2197            1            1
    2198            1            1
    2199            1            2
    2200            1            2
    2201            1            1
    2202            1            1
    2203            1            2
    2204            1            2
    2205            1            2
    2206            1            2
    2207            1            2
    2208            1            1
    2209            1            2
    2210            1            2
    2211            1            2
    2212            1            3
    2213            1            2
    2214            1            2
    2215            1            1
    2216            1            1
    2217            1            2
    2218            1            2
    2219            1            1
    2220            1            3
    2221            1            3
    2222            2            2
    2223            1            2
    2224            2            3
    2225            1            2
    2226            0            1
    2227            0            1
    2228            1            2
    2229            2            2
    2230            1            2
    2231            0            1
    2232            1            2
    2233            2            2
    2234            1            2
    2235            1            2
    2236            1            2
    2237            2            3
    2238            2            3
    2239            2            2
    2240            2            3
    2241            2            3
    2242            2            2
    2243            2            3
    2244            2            3
    2245            2            2
    2246            2            2
    2247            2            3
    2248            2            3
    2249            2            2
    2250            2            2
    2251            1            2
    2252            2            3
    2253            2            3
    2254            2            3
    2255            2            3
    2256            2            3
    2257            1            2
    2258            2            3
    2259            2            3
    2260            1            2
    2261            1            2
    2262            1            2
    2263            1            1
    2264            1            1
    2265            1            2
    2266            1            2
    2267            1            2
    2268            1            1
    2269            1            1
    2270            1            1
    2271            1            1
    2272            1            1
    2273            1            1
    2274            1            2
    2275            1            1
    2276            1            1
    2277            1            1
    2278            1            2
    2279            1            2
    2280            1            1
    2281            1            1
    2282            1            2
    2283            1            1
    2284            1            1
    2285            1            1
    2286            1            1
    2287            1            2
    2288            1            2
    2289            1            2
    2290            1            1
    2291            1            2
    2292            1            1
    2293            1            1
    2294            1            1
    2295            0            1
    2296            1            2
    2297            1            2
    2298            1            2
    2299            1            1
    2300            1            2
    2301            1            2
    2302            1            2
    2303            1            2
    2304            1            2
    2305            1            2
    2306            1            1
    2307            1            2
    2308            1            1
    2309            1            1
    2310            1            2
    2311            1            2
    2312            1            1
    2313            1            1
    2314            1            2
    2315            1            1
    2316            1            2
    2317            1            1
    2318            1            1
    2319            1            1
    2320            1            1
    2321            1            1
    2322            1            2
    2323            1            2
    2324            1            1
    2325            1            2
    2326            1            2
    2327            1            2
    2328            1            1
    2329            1            2
    2330            1            1
    2331            1            2
    2332            1            2
    2333            1            2
    2334            1            2
    2335            1            1
    2336            1            2
    2337            1            2
    2338            1            1
    2339            1            2
    2340            1            2
    2341            1            1
    2342            1            2
    2343            1            1
    2344            1            1
    2345            1            1
    2346            1            1
    2347            1            2
    2348            1            1
    2349            1            2
    2350            0            1
    2351            1            2
    2352            1            3
    2353            1            2
    2354            1            1
    2355            1            2
    2356            1            1
    2357            1            2
    2358            1            2
    2359            1            1
    2360            1            2
    2361            1            2
    2362            1            1
    2363            1            2
    2364            1            3
    2365            1            2
    2366            1            2
    2367            1            1
    2368            1            2
    2369            1            1
    2370            1            1
    2371            1            1
    2372            1            1
    2373            1            2
    2374            1            2
    2375            1            2
    2376            1            1
    2377            1            2
    2378            1            2
    2379            1            2
    2380            1            2
    2381            1            2
    2382            1            1
    2383            1            1
    2384            1            2
    2385            1            2
    2386            1            1
    2387            1            2
    2388            1            2
    2389            1            1
    2390            1            2
    2391            1            2
    2392            1            1
    2393            1            2
    2394            1            1
    2395            1            1
    2396            1            2
    2397            1            2
    2398            1            2
    2399            1            2
    2400            1            1
