#Frame     3.5[lower]   3.5[upper]
    1862            0            3
    1863            0            3
    1864            0            4
    1865            1            4
    1866            0            3
    1867            0            2
    1868            0            3
    1869            0            4
    1870            0            4
    1871            0            3
    1872            0            2
    1873            0            3
    1874            0            2
    1875            0            2
    1876            0            3
    1877            0            3
    1878            0            3
    1879            0            3
    1880            0            3
    1881            0            5
    1882            0            4
    1883            0            4
    1884            0            4
    1885            0            2
    1886            0            2
    1887            0            4
    1888            0            3
    1889            0            4
    1890            0            3
    1891            0            3
    1892            0            2
    1893            0            2
    1894            0            4
    1895            0            2
    1896            0            3
    1897            0            4
    1898            0            3
    1899            0            2
    1900            0            3
    1901            0            2
    1902            1            3
    1903            0            4
    1904            0            1
    1905            0            3
    1906            0            3
    1907            0            2
    1908            0            4
    1909            0            3
    1910            0            3
    1911            0            3
    1912            0            3
    1913            0            4
    1914            0            4
    1915            0            3
    1916            0            3
    1917            0            4
    1918            0            2
    1919            0            4
    1920            0            3
    1921            0            3
    1922            0            1
    1923            0            3
    1924            0            4
    1925            0            4
    1926            0            4
    1927            0            1
    1928            0            3
    1929            0            5
    1930            0            2
    1931            0            3
    1932            0            3
    1933            0            3
    1934            0            3
    1935            0            3
    1936            0            2
    1937            1            4
    1938            0            4
    1939            0            2
    1940            0            2
    1941            0            3
    1942            0            3
    1943            0            4
    1944            0            3
    1945            0            4
    1946            0            4
    1947            0            3
    1948            0            4
    1949            0            4
    1950            0            2
    1951            0            3
    1952            0            2
    1953            0            3
    1954            1            2
    1955            1            4
    1956            1            4
    1957            1            4
    1958            1            4
    1959            0            4
    1960            1            4
    1961            1            4
    1962            0            2
    1963            1            4
    1964            1            3
    1965            1            4
    1966            0            2
    1967            0            3
    1968            0            3
    1969            0            2
    1970            0            3
    1971            0            2
    1972            0            4
    1973            0            4
    1974            0            2
    1975            0            2
    1976            0            3
    1977            0            2
    1978            0            2
    1979            0            3
    1980            0            3
    1981            0            3
    1982            0            3
    1983            0            4
    1984            0            2
    1985            0            1
    1986            0            3
    1987            0            2
    1988            0            4
    1989            0            3
    1990            0            3
    1991            0            3
    1992            0            2
    1993            0            3
    1994            0            2
    1995            0            3
    1996            0            4
    1997            0            3
    1998            0            3
    1999            0            3
    2000            0            3
    2001            0            3
    2002            0            2
    2003            0            4
    2004            0            3
    2005            0            4
    2006            0            1
    2007            0            2
    2008            0            4
    2009            0            3
    2010            0            3
    2011            0            4
    2012            0            3
    2013            0            2
    2014            0            3
    2015            0            4
    2016            0            3
    2017            0            4
    2018            0            3
    2019            0            3
    2020            0            3
    2021            0            4
    2022            0            4
    2023            0            3
    2024            0            4
    2025            0            2
    2026            0            2
    2027            0            2
    2028            0            1
    2029            0            4
    2030            0            3
    2031            0            3
    2032            0            3
    2033            0            4
    2034            0            3
    2035            0            3
    2036            0            2
    2037            0            4
    2038            0            2
    2039            0            3
    2040            0            2
    2041            0            4
    2042            0            3
    2043            0            2
    2044            0            4
    2045            0            3
    2046            0            3
    2047            0            4
    2048            1            4
    2049            0            4
    2050            0            3
    2051            0            3
    2052            0            3
    2053            0            3
    2054            0            4
    2055            0            4
    2056            0            3
    2057            0            2
    2058            0            3
    2059            0            3
    2060            0            3
    2061            0            3
    2062            0            3
    2063            0            3
    2064            0            2
    2065            0            2
    2066            0            3
    2067            0            2
    2068            0            2
    2069            0            2
    2070            0            3
    2071            0            4
    2072            0            3
    2073            0            4
    2074            0            1
    2075            0            4
    2076            0            3
    2077            0            3
    2078            0            3
    2079            0            3
    2080            0            3
    2081            0            1
    2082            0            3
    2083            0            3
    2084            0            2
    2085            0            3
    2086            0            3
    2087            0            2
    2088            0            3
    2089            0            3
    2090            0            2
    2091            0            3
    2092            0            3
    2093            0            3
    2094            0            3
    2095            0            2
    2096            1            2
    2097            0            3
    2098            0            2
    2099            0            3
    2100            0            3
    2101            0            2
    2102            0            4
    2103            0            3
    2104            0            4
    2105            0            2
    2106            0            4
    2107            0            3
    2108            0            2
    2109            0            3
    2110            0            2
    2111            0            3
    2112            0            3
    2113            0            2
    2114            0            3
    2115            0            3
    2116            0            3
    2117            0            3
    2118            0            3
    2119            0            3
    2120            0            3
    2121            0            3
    2122            0            2
    2123            0            2
    2124            0            4
    2125            0            4
    2126            0            2
    2127            0            2
    2128            2            6
    2129            3            6
    2130            3            5
    2131            3            6
    2132            2            4
    2133            2            4
    2134            2            5
    2135            1            4
    2136            4            8
    2137            1            4
    2138            1            3
    2139            1            5
    2140            1            2
    2141            2            5
    2142            3            4
    2143            0            3
    2144            0            2
    2145            0            3
    2146            0            4
    2147            0            4
    2148            0            3
    2149            0            4
    2150            0            3
    2151            0            4
    2152            0            4
    2153            0            4
    2154            0            4
    2155            0            4
    2156            0            3
    2157            0            3
    2158            0            4
    2159            0            3
    2160            0            1
    2161            0            3
    2162            0            4
    2163            0            3
    2164            0            4
    2165            0            4
    2166            0            3
    2167            0            2
    2168            0            3
    2169            0            4
    2170            0            2
    2171            0            3
    2172            0            4
    2173            0            3
    2174            0            3
    2175            0            3
    2176            0            2
    2177            0            4
    2178            0            3
    2179            0            3
    2180            0            3
    2181            0            3
    2182            0            4
    2183            0            3
    2184            0            2
    2185            0            3
    2186            0            4
    2187            0            4
    2188            0            3
    2189            0            5
    2190            1            4
    2191            1            3
    2192            0            2
    2193            0            2
    2194            0            4
    2195            0            2
    2196            0            1
    2197            0            2
    2198            0            2
    2199            0            3
    2200            0            2
    2201            0            1
    2202            0            3
    2203            0            2
    2204            1            2
    2205            1            3
    2206            0            2
    2207            1            4
    2208            1            4
    2209            1            4
    2210            1            3
    2211            1            3
    2212            0            3
    2213            1            3
    2214            1            3
    2215            1            3
    2216            1            3
    2217            1            3
    2218            1            3
    2219            1            3
    2220            0            3
    2221            0            3
    2222            1            3
    2223            1            2
    2224            0            4
    2225            1            3
    2226            0            1
    2227            0            2
    2228            0            2
    2229            1            3
    2230            1            2
    2231            1            2
    2232            1            3
    2233            1            3
    2234            1            4
    2235            1            3
    2236            1            3
    2237            1            3
    2238            1            4
    2239            1            4
    2240            1            5
    2241            1            3
    2242            1            4
    2243            0            4
    2244            0            4
    2245            1            5
    2246            1            4
    2247            1            4
    2248            1            4
    2249            1            3
    2250            1            5
    2251            1            4
    2252            3            5
    2253            3            7
    2254            1            7
    2255            3            7
    2256            2            4
    2257            2            7
    2258            2            5
    2259            2            5
    2260            2            6
    2261            1            6
    2262            3            6
    2263            1            5
    2264            2            6
    2265            3            3
    2266            2            6
    2267            2            7
    2268            2            6
    2269            1            4
    2270            1            4
    2271            1            4
    2272            0            3
    2273            1            3
    2274            1            4
    2275            1            3
    2276            1            4
    2277            2            5
    2278            2            5
    2279            2            5
    2280            1            3
    2281            2            5
    2282            2            6
    2283            1            3
    2284            1            5
    2285            1            4
    2286            1            4
    2287            2            3
    2288            2            6
    2289            2            5
    2290            2            6
    2291            2            4
    2292            2            4
    2293            3            5
    2294            2            6
    2295            0            5
    2296            3            8
    2297            2            6
    2298            1            5
    2299            1            7
    2300            1            4
    2301            2            6
    2302            1            8
    2303            2            5
    2304            2            4
    2305            3            9
    2306            3            7
    2307            3            6
    2308            1            6
    2309            2            5
    2310            3            6
    2311            1            6
    2312            2            4
    2313            1           10
    2314            2            6
    2315            2            6
    2316            1            5
    2317            1            5
    2318            3            5
    2319            2            4
    2320            1            4
    2321            1            3
    2322            1            4
    2323            2            4
    2324            1            4
    2325            2            5
    2326            3            5
    2327            2            3
    2328            3            5
    2329            1            6
    2330            2            6
    2331            1            7
    2332            2            4
    2333            2            6
    2334            2            4
    2335            0            6
    2336            1            6
    2337            2            5
    2338            1            8
    2339            2            8
    2340            2            6
    2341            2            7
    2342            2            7
    2343            1            5
    2344            2            8
    2345            1            6
    2346            0            6
    2347            1            6
    2348            2            6
    2349            3            6
    2350            1            7
    2351            0            7
    2352            0            7
    2353            4            8
    2354            3            7
    2355            3           10
    2356            1           10
    2357            2            7
    2358            1            7
    2359            1            8
    2360            2            9
    2361            3            7
    2362            2            8
    2363            1            8
    2364            1            6
    2365            1            9
    2366            1            7
    2367            1            7
    2368            2            5
    2369            1            8
    2370            1            7
    2371            1            6
    2372            1            9
    2373            1            8
    2374            2            8
    2375            1            6
    2376            1            8
    2377            1            8
    2378            1            7
    2379            1            6
    2380            1            6
    2381            1            9
    2382            1           10
    2383            2            6
    2384            1            7
    2385            1            7
    2386            1            8
    2387            1           10
    2388            2            5
    2389            2            9
    2390            2            7
    2391            2            7
    2392            1            8
    2393            2            9
    2394            1            7
    2395            0            6
    2396            1            7
    2397            2            8
    2398            1            6
    2399            1            9
    2400            2            6
