   100.0  0.205
   300.0  0.210
   500.0  0.235
   700.0  0.265
   900.0  0.265
  1100.0  0.389
  1300.0  0.398
  1500.0  0.405
  1700.0  0.415
  1900.0  0.408
  2100.0  0.477
  2300.0  0.504
  2500.0  0.505
  2700.0  0.517
  2900.0  0.518
  3100.0  0.642
  3300.0  0.690
  3500.0  0.692
  3700.0  0.674
  3900.0  0.678
  4100.0  1.050
  4300.0  1.053
  4500.0  1.281
  4700.0  1.609
  4900.0  1.816
  5100.0  2.125
  5300.0  2.103
  5500.0  2.041
  5700.0  2.000
  5900.0  2.015
  6100.0  1.881
