#Frame      RoG_00001 RoG_00001[Max]
       1      17.4370        35.8924
       2      17.4382        35.7441
       3      17.4421        35.6611
       4      17.4391        35.2804
       5      17.4406        35.4026
       6      17.4440        35.5585
       7      17.4352        35.5074
       8      17.4418        35.3170
       9      17.4394        35.5401
      10      17.4435        35.5238
      11      17.4315        35.5127
      12      17.4425        35.5903
      13      17.4430        35.2388
      14      17.4396        35.5064
      15      17.4283        35.3702
      16      17.4436        35.6026
      17      17.4436        35.6963
      18      17.4383        35.4123
      19      17.4361        35.4413
      20      17.4416        35.4964
      21      17.4445        35.6487
      22      17.4352        35.6557
      23      17.4451        35.7342
      24      17.4497        35.4780
      25      17.4425        35.5178
      26      17.4508        35.4301
      27      17.4333        35.6662
      28      17.4426        35.6638
      29      17.4329        35.4945
      30      17.4392        35.6549
      31      17.4503        35.5262
      32      17.4567        35.8649
      33      17.4408        35.7558
      34      17.4412        35.5666
      35      17.4482        35.7153
      36      17.4429        35.3194
      37      17.4412        35.6986
      38      17.4449        35.5363
      39      17.4430        35.6187
      40      17.4451        35.4519
      41      17.4491        35.4187
      42      17.4377        35.5048
      43      17.4486        35.5580
      44      17.4459        35.6012
      45      17.4388        35.3643
      46      17.4402        35.3507
      47      17.4446        35.5364
      48      17.4468        35.5518
      49      17.4419        35.4630
      50      17.4394        35.7697
      51      17.4348        35.4298
      52      17.4424        35.6812
      53      17.4332        35.5095
      54      17.4383        35.5980
      55      17.4391        35.4597
      56      17.4492        35.5777
      57      17.4462        35.3271
      58      17.4503        35.5220
      59      17.4412        35.4769
      60      17.4364        35.6809
      61      17.4415        35.7472
      62      17.4433        35.6837
      63      17.4382        35.5992
      64      17.4477        35.8005
      65      17.4407        35.2924
      66      17.4433        35.5791
      67      17.4453        35.5170
      68      17.4327        35.5841
      69      17.4371        35.6078
      70      17.4365        35.3218
      71      17.4414        35.7643
      72      17.4510        35.7633
      73      17.4397        35.5439
      74      17.4426        35.4628
      75      17.4466        35.7655
      76      17.4501        35.4024
      77      17.4391        35.6108
      78      17.4377        35.6057
      79      17.4387        35.4126
      80      17.4486        35.4952
      81      17.4389        35.5484
      82      17.4389        35.4746
      83      17.4370        35.5810
      84      17.4402        35.8250
      85      17.4522        35.4057
      86      17.4489        35.7559
      87      17.4322        35.2292
      88      17.4469        35.4998
      89      17.4526        35.6492
      90      17.4401        35.5708
      91      17.4505        35.5332
      92      17.4406        35.3886
      93      17.4438        35.8328
      94      17.4460        35.3058
      95      17.4432        35.6874
      96      17.4458        35.4927
      97      17.4392        35.5408
      98      17.4390        35.6229
      99      17.4498        35.4916
     100      17.4433        35.4625
     101      17.4430        35.5596
     102      17.4416        35.6144
     103      17.4464        35.4903
     104      17.4419        35.2865
     105      17.4373        35.4912
     106      17.4480        35.5822
     107      17.4426        35.6524
     108      17.4289        35.5785
     109      17.4538        35.5009
     110      17.4382        35.4075
     111      17.4435        35.6874
     112      17.4405        35.6290
     113      17.4376        35.5150
     114      17.4468        35.5202
     115      17.4378        35.6267
     116      17.4372        35.6438
     117      17.4479        35.6995
     118      17.4423        35.3602
     119      17.4372        35.6330
     120      17.4431        35.6597
     121      17.4461        35.5674
     122      17.4521        35.7239
     123      17.4469        35.6091
     124      17.4271        35.4731
     125      17.4429        35.7104
     126      17.4413        35.3317
     127      17.4382        35.4109
     128      17.4408        35.6202
     129      17.4356        35.5010
     130      17.4503        35.6797
     131      17.4441        35.3847
     132      17.4317        35.6446
     133      17.4452        35.8980
     134      17.4491        35.5994
     135      17.4499        35.7956
     136      17.4498        35.6824
     137      17.4475        35.3967
     138      17.4407        35.5652
     139      17.4395        35.4749
